attendance_id,employee_id,date,status,check_in_time,check_out_time
ATD006601,EMP00616,2025-09-08,Present,09:05,17:38
ATD006602,EMP00685,2025-12-22,Absent,NULL,NULL
ATD006603,EMP00449,2026-03-13,"Half Day",09:02,12:48
ATD006604,EMP01138,2026-04-04,Present,08:52,17:29
ATD006605,EMP00271,2025-06-14,Absent,NULL,NULL
ATD006606,EMP00052,2025-05-04,Present,08:51,17:06
ATD006607,EMP00794,2026-06-16,Present,09:06,17:44
ATD006608,EMP00133,2025-08-15,Absent,NULL,NULL
ATD006609,EMP01139,2024-08-22,Present,08:46,18:02
ATD006610,EMP00851,2026-05-02,Present,08:54,18:24
ATD006611,EMP01146,2025-09-26,Present,08:33,16:54
ATD006612,EMP00435,2025-05-29,Present,08:33,16:53
ATD006613,EMP00398,2024-09-05,Present,09:15,18:13
ATD006614,EMP00419,2024-12-14,"Work From Home",09:57,18:27
ATD006615,EMP00393,2025-01-27,Absent,NULL,NULL
ATD006616,EMP00646,2025-12-06,Present,08:45,17:12
ATD006617,EMP00815,2024-10-21,Absent,NULL,NULL
ATD006618,EMP01063,2024-08-10,Present,08:59,17:32
ATD006619,EMP01174,2025-12-15,Absent,NULL,NULL
ATD006620,EMP00022,2025-09-27,Present,08:31,17:10
ATD006621,EMP00228,2025-12-17,Absent,NULL,NULL
ATD006622,EMP00116,2025-10-08,Present,08:56,17:55
ATD006623,EMP00949,2024-10-22,Present,09:29,18:20
ATD006624,EMP00887,2025-02-14,Present,08:34,17:51
ATD006625,EMP00691,2025-06-05,Present,08:49,17:21
ATD006626,EMP00209,2025-10-06,Present,08:45,17:44
ATD006627,EMP01163,2025-08-02,Present,08:49,17:42
ATD006628,EMP00514,2025-07-28,Present,09:39,19:07
ATD006629,EMP00191,2026-03-18,Present,09:40,18:25
ATD006630,EMP00127,2024-09-09,Present,08:44,16:58
ATD006631,EMP00201,2025-12-29,"Work From Home",09:15,17:22
ATD006632,EMP00094,2024-12-18,Present,09:08,18:11
ATD006633,EMP00805,2026-03-03,Present,08:40,18:08
ATD006634,EMP01014,2026-02-24,Present,08:51,17:51
ATD006635,EMP00829,2025-02-15,Absent,NULL,NULL
ATD006636,EMP00044,2025-11-05,Present,08:44,16:49
ATD006637,EMP01144,2026-07-22,"Half Day",09:21,13:10
ATD006638,EMP00558,2026-08-05,Present,08:46,17:56
ATD006639,EMP01101,2025-06-26,Present,08:35,17:27
ATD006640,EMP01096,2025-06-22,Present,08:37,17:58
ATD006641,EMP00875,2026-01-02,Present,09:29,17:42
ATD006642,EMP00215,2025-02-19,Present,09:42,18:20
ATD006643,EMP00712,2025-04-08,Present,09:20,18:16
ATD006644,EMP00612,2025-04-18,Present,09:19,17:44
ATD006645,EMP00051,2025-03-22,Present,09:45,18:51
ATD006646,EMP00825,2025-12-16,"Work From Home",09:36,18:03
ATD006647,EMP00907,2025-09-25,Present,08:46,17:57
ATD006648,EMP00031,2025-06-24,"Work From Home",09:30,17:43
ATD006649,EMP00984,2025-10-28,Present,08:52,18:21
ATD006650,EMP00393,2024-11-14,Present,09:06,17:16
ATD006651,EMP00956,2026-04-02,Absent,NULL,NULL
ATD006652,EMP00018,2026-04-26,"Work From Home",09:24,17:47
ATD006653,EMP01128,2025-01-07,Present,08:56,17:02
ATD006654,EMP00485,2025-05-23,Present,09:32,18:39
ATD006655,EMP00166,2025-10-25,Present,09:16,17:24
ATD006656,EMP00002,2026-07-27,Present,08:39,17:10
ATD006657,EMP00774,2024-09-30,Present,08:30,16:45
ATD006658,EMP00190,2025-11-20,Present,08:35,17:36
ATD006659,EMP00282,2024-09-27,Present,08:51,17:48
ATD006660,EMP01011,2024-08-10,Present,09:23,17:35
ATD006661,EMP00284,2025-07-25,"Work From Home",09:12,18:07
ATD006662,EMP00662,2025-10-20,"Work From Home",09:59,18:08
ATD006663,EMP00289,2024-12-02,Present,09:39,18:03
ATD006664,EMP01096,2025-12-13,Present,09:04,17:20
ATD006665,EMP00845,2024-11-27,Present,09:43,18:01
ATD006666,EMP00148,2024-10-31,Present,09:19,17:25
ATD006667,EMP00078,2026-07-14,"Work From Home",09:24,18:16
ATD006668,EMP00759,2026-03-24,Present,09:02,17:56
ATD006669,EMP00654,2025-11-15,"Half Day",09:25,13:18
ATD006670,EMP01146,2026-06-06,Absent,NULL,NULL
ATD006671,EMP00488,2026-03-11,Present,09:22,18:43
ATD006672,EMP00397,2025-09-27,Present,09:26,17:44
ATD006673,EMP01142,2026-03-22,"Half Day",09:18,13:06
ATD006674,EMP00938,2026-05-28,"Half Day",09:24,13:51
ATD006675,EMP01186,2025-11-16,Absent,NULL,NULL
ATD006676,EMP01027,2025-08-10,Absent,NULL,NULL
ATD006677,EMP00447,2026-06-28,Present,08:42,16:53
ATD006678,EMP00420,2026-06-09,"Half Day",09:22,13:31
ATD006679,EMP00061,2026-01-07,Present,09:26,18:26
ATD006680,EMP00128,2025-03-22,"Half Day",08:38,12:49
ATD006681,EMP00587,2025-07-28,Present,09:06,17:55
ATD006682,EMP00403,2025-07-17,Present,09:00,18:08
ATD006683,EMP00546,2024-09-12,Present,08:43,17:21
ATD006684,EMP00286,2025-11-02,"Half Day",09:13,13:16
ATD006685,EMP00987,2026-01-22,Present,09:36,18:34
ATD006686,EMP00876,2026-04-04,Absent,NULL,NULL
ATD006687,EMP00275,2025-02-25,Present,08:30,17:47
ATD006688,EMP00952,2025-04-11,Present,09:20,17:22
ATD006689,EMP00437,2025-10-29,"Half Day",09:25,12:55
ATD006690,EMP00298,2025-02-19,Present,09:36,18:54
ATD006691,EMP00250,2025-09-13,"Half Day",08:50,12:53
ATD006692,EMP00099,2026-03-30,Absent,NULL,NULL
ATD006693,EMP00371,2025-01-01,Present,09:00,17:30
ATD006694,EMP00753,2025-08-20,Absent,NULL,NULL
ATD006695,EMP00305,2025-09-09,Absent,NULL,NULL
ATD006696,EMP00113,2025-06-18,Absent,NULL,NULL
ATD006697,EMP00635,2025-09-11,"Work From Home",09:10,17:13
ATD006698,EMP00778,2026-05-23,Absent,NULL,NULL
ATD006699,EMP00459,2025-06-28,Present,09:28,17:49
ATD006700,EMP00676,2025-04-03,Present,09:31,18:58
ATD006701,EMP00321,2026-07-21,Present,08:44,18:12
ATD006702,EMP00736,2025-08-27,Present,09:43,18:45
ATD006703,EMP00270,2025-05-18,Present,08:57,17:18
ATD006704,EMP00076,2025-05-04,"Half Day",09:05,12:46
ATD006705,EMP00807,2025-04-19,Absent,NULL,NULL
ATD006706,EMP00538,2026-03-23,"Half Day",09:13,13:13
ATD006707,EMP00323,2025-04-07,Present,09:45,18:21
ATD006708,EMP00260,2026-03-12,Present,09:25,18:34
ATD006709,EMP00325,2025-12-08,Present,09:02,17:06
ATD006710,EMP00445,2024-10-19,Absent,NULL,NULL
ATD006711,EMP00279,2025-08-05,Present,08:44,16:59
ATD006712,EMP00469,2025-07-05,Present,09:16,18:15
ATD006713,EMP00906,2025-09-22,Present,08:58,17:51
ATD006714,EMP01184,2025-02-08,Present,09:17,17:49
ATD006715,EMP00961,2025-03-28,Present,09:12,18:04
ATD006716,EMP01166,2026-06-03,Present,09:10,18:17
ATD006717,EMP00282,2024-09-19,Present,09:45,19:04
ATD006718,EMP00647,2025-03-28,Absent,NULL,NULL
ATD006719,EMP01135,2025-03-10,Present,09:21,17:45
ATD006720,EMP00963,2024-09-30,"Half Day",08:46,12:54
ATD006721,EMP00961,2024-08-09,"Work From Home",09:52,18:33
ATD006722,EMP00936,2025-10-28,Present,09:05,17:59
ATD006723,EMP00435,2024-09-04,"Half Day",09:06,12:45
ATD006724,EMP00518,2025-08-09,"Work From Home",09:56,18:53
ATD006725,EMP00380,2025-05-06,Absent,NULL,NULL
ATD006726,EMP00324,2025-08-18,Present,08:44,17:41
ATD006727,EMP00599,2025-08-27,"Work From Home",09:21,18:04
ATD006728,EMP00027,2025-05-08,"Half Day",08:40,12:26
ATD006729,EMP00200,2026-01-03,Present,08:58,18:03
ATD006730,EMP00549,2026-05-31,Present,09:31,18:24
ATD006731,EMP01167,2026-08-05,"Work From Home",09:57,18:53
ATD006732,EMP00828,2026-04-19,Present,08:55,18:13
ATD006733,EMP00523,2024-11-29,Present,08:43,16:48
ATD006734,EMP00890,2024-12-23,"Work From Home",09:14,17:58
ATD006735,EMP00265,2024-08-18,Present,09:31,18:11
ATD006736,EMP00561,2026-07-16,"Work From Home",09:40,17:56
ATD006737,EMP00335,2025-05-24,"Half Day",08:52,13:19
ATD006738,EMP00998,2025-05-02,Absent,NULL,NULL
ATD006739,EMP01176,2025-09-04,Present,08:32,16:38
ATD006740,EMP00826,2025-12-15,Present,08:57,18:21
ATD006741,EMP00270,2024-08-10,Present,09:18,18:29
ATD006742,EMP01119,2025-10-22,Present,08:56,16:59
ATD006743,EMP00411,2025-09-26,Present,09:01,17:05
ATD006744,EMP00086,2025-12-13,"Half Day",09:18,13:07
ATD006745,EMP00700,2024-10-07,Present,09:42,17:57
ATD006746,EMP00879,2026-08-01,Present,08:59,17:43
ATD006747,EMP00380,2026-02-25,Present,09:10,17:19
ATD006748,EMP01054,2025-12-05,Absent,NULL,NULL
ATD006749,EMP00394,2024-10-08,Present,08:48,18:04
ATD006750,EMP01003,2026-02-14,Present,09:04,17:31
ATD006751,EMP00060,2025-08-19,Present,09:25,18:00
ATD006752,EMP00707,2024-11-08,Present,09:00,17:52
ATD006753,EMP00560,2025-11-26,Present,09:41,19:07
ATD006754,EMP00518,2025-01-16,Present,08:48,17:29
ATD006755,EMP01067,2026-06-18,Present,08:34,17:57
ATD006756,EMP00632,2025-09-29,Present,08:30,17:43
ATD006757,EMP01089,2026-05-28,Present,08:55,18:14
ATD006758,EMP00003,2025-01-07,Absent,NULL,NULL
ATD006759,EMP00653,2025-06-09,Present,09:43,18:11
ATD006760,EMP00062,2025-02-17,Present,08:57,18:25
ATD006761,EMP00684,2025-06-06,"Work From Home",09:58,18:13
ATD006762,EMP00004,2026-02-21,Present,09:32,18:26
ATD006763,EMP00247,2026-01-07,Present,08:30,16:36
ATD006764,EMP00055,2025-01-04,Present,08:45,16:50
ATD006765,EMP00212,2026-06-16,Present,08:30,17:40
ATD006766,EMP00833,2025-06-06,Present,09:11,18:32
ATD006767,EMP00825,2025-01-16,Present,09:45,18:31
ATD006768,EMP00860,2026-03-22,Present,08:52,18:07
ATD006769,EMP00400,2024-09-24,Absent,NULL,NULL
ATD006770,EMP00996,2026-05-15,"Half Day",08:52,13:13
ATD006771,EMP00179,2025-01-12,Present,08:57,18:07
ATD006772,EMP01020,2025-05-21,Present,08:49,17:48
ATD006773,EMP01146,2025-08-14,Present,08:32,17:40
ATD006774,EMP00916,2026-02-07,Absent,NULL,NULL
ATD006775,EMP00343,2024-12-15,Absent,NULL,NULL
ATD006776,EMP00669,2025-09-07,Absent,NULL,NULL
ATD006777,EMP00821,2025-08-25,Present,09:32,17:37
ATD006778,EMP01083,2024-12-28,Absent,NULL,NULL
ATD006779,EMP00139,2025-02-17,Present,08:48,17:23
ATD006780,EMP00902,2026-01-22,"Work From Home",09:28,17:30
ATD006781,EMP00637,2024-10-25,Present,09:42,18:38
ATD006782,EMP01175,2025-11-02,"Work From Home",09:41,18:20
ATD006783,EMP00879,2025-02-18,Absent,NULL,NULL
ATD006784,EMP00952,2025-06-08,"Half Day",09:03,13:05
ATD006785,EMP00515,2025-09-14,Present,09:28,17:57
ATD006786,EMP00738,2025-05-10,"Work From Home",09:38,18:18
ATD006787,EMP00880,2025-08-01,Present,08:36,17:49
ATD006788,EMP00521,2026-02-14,Present,09:02,18:03
ATD006789,EMP01171,2026-05-14,"Work From Home",09:58,18:07
ATD006790,EMP00952,2025-02-18,Present,08:49,17:42
ATD006791,EMP00737,2025-12-09,Present,09:27,18:57
ATD006792,EMP00052,2025-04-25,Present,08:41,17:32
ATD006793,EMP00946,2026-02-22,Present,09:34,18:54
ATD006794,EMP00929,2026-04-14,Absent,NULL,NULL
ATD006795,EMP00123,2024-12-14,Present,09:10,18:01
ATD006796,EMP00682,2025-01-23,Present,09:17,18:36
ATD006797,EMP00368,2026-07-23,"Work From Home",09:41,18:31
ATD006798,EMP00477,2025-03-25,Present,08:30,17:54
ATD006799,EMP01201,2025-03-26,"Work From Home",09:05,17:50
ATD006800,EMP01162,2026-02-06,Absent,NULL,NULL
ATD006801,EMP01044,2024-11-28,"Work From Home",09:38,18:09
ATD006802,EMP00257,2025-04-27,Present,09:05,18:18
ATD006803,EMP00364,2025-09-15,Present,08:57,17:46
ATD006804,EMP00590,2025-09-25,"Work From Home",09:18,17:52
ATD006805,EMP00111,2024-11-08,Present,09:37,18:15
ATD006806,EMP00404,2024-08-24,Absent,NULL,NULL
ATD006807,EMP00079,2025-08-03,Absent,NULL,NULL
ATD006808,EMP00426,2025-05-06,"Half Day",09:04,12:57
ATD006809,EMP00573,2025-02-20,Present,08:54,17:33
ATD006810,EMP01195,2025-12-24,Present,08:50,17:24
ATD006811,EMP00524,2024-12-23,"Work From Home",09:27,17:56
ATD006812,EMP00560,2026-08-02,Present,09:11,18:07
ATD006813,EMP00173,2025-06-30,Present,08:52,18:01
ATD006814,EMP01215,2024-10-19,"Work From Home",09:08,17:53
ATD006815,EMP00006,2026-06-30,Present,09:30,18:37
ATD006816,EMP00127,2025-11-09,Present,09:15,17:38
ATD006817,EMP00340,2025-03-03,"Half Day",08:38,12:25
ATD006818,EMP00186,2025-05-20,Absent,NULL,NULL
ATD006819,EMP01184,2025-03-15,Present,09:20,18:48
ATD006820,EMP00142,2026-06-24,Present,08:45,18:03
ATD006821,EMP00701,2026-07-25,Present,09:12,18:32
ATD006822,EMP00885,2025-09-07,Present,09:12,18:18
ATD006823,EMP01051,2026-01-25,Present,09:44,18:05
ATD006824,EMP01076,2025-04-02,Present,08:53,17:25
ATD006825,EMP01225,2026-04-16,Present,08:41,17:05
ATD006826,EMP00786,2025-10-29,Present,09:29,18:03
ATD006827,EMP00886,2025-11-14,Present,08:54,17:09
ATD006828,EMP00587,2025-06-26,Present,09:31,17:37
ATD006829,EMP01087,2025-09-05,Present,09:18,17:42
ATD006830,EMP00605,2024-10-08,Present,09:01,18:30
ATD006831,EMP00899,2024-08-03,"Work From Home",09:59,18:31
ATD006832,EMP00357,2025-11-26,Present,09:15,18:00
ATD006833,EMP00890,2025-10-29,Present,08:55,17:35
ATD006834,EMP00671,2026-02-13,Present,09:14,17:40
ATD006835,EMP01211,2026-02-04,Present,08:36,16:50
ATD006836,EMP01038,2025-03-01,Present,08:38,17:18
ATD006837,EMP00421,2025-01-03,"Half Day",08:51,12:25
ATD006838,EMP00498,2025-01-21,"Work From Home",09:31,17:31
ATD006839,EMP00306,2025-09-15,"Work From Home",09:12,17:26
ATD006840,EMP00374,2026-04-30,"Half Day",09:29,13:20
ATD006841,EMP00248,2025-11-08,Present,08:34,16:42
ATD006842,EMP00581,2025-09-08,Present,08:47,17:58
ATD006843,EMP00497,2025-07-23,Present,08:32,16:37
ATD006844,EMP00631,2026-05-15,Present,08:35,17:40
ATD006845,EMP00843,2026-02-22,Present,09:05,17:43
ATD006846,EMP00596,2025-01-15,"Half Day",08:37,12:18
ATD006847,EMP00573,2025-03-17,Absent,NULL,NULL
ATD006848,EMP00353,2024-11-11,Absent,NULL,NULL
ATD006849,EMP00054,2025-07-24,Present,09:25,18:43
ATD006850,EMP00264,2025-07-10,Present,09:23,17:31
ATD006851,EMP00178,2025-10-12,"Work From Home",09:12,18:10
ATD006852,EMP00647,2026-05-25,Present,09:05,18:21
ATD006853,EMP00201,2025-09-27,Absent,NULL,NULL
ATD006854,EMP00690,2025-01-03,Present,08:35,17:14
ATD006855,EMP00614,2024-09-16,Present,09:43,17:58
ATD006856,EMP00681,2025-03-14,Present,09:41,18:42
ATD006857,EMP00963,2024-08-23,Present,09:42,17:57
ATD006858,EMP00810,2026-01-01,Present,08:34,17:21
ATD006859,EMP01158,2026-03-15,Present,08:40,17:32
ATD006860,EMP00564,2025-07-23,Absent,NULL,NULL
ATD006861,EMP01057,2026-06-24,Present,08:38,16:52
ATD006862,EMP00899,2025-04-16,Present,08:49,18:01
ATD006863,EMP00769,2024-09-05,Present,09:27,18:19
ATD006864,EMP00150,2024-11-29,Absent,NULL,NULL
ATD006865,EMP00125,2024-12-18,Present,09:32,18:09
ATD006866,EMP00509,2024-08-03,"Work From Home",09:24,18:21
ATD006867,EMP01220,2026-06-24,Present,09:02,17:22
ATD006868,EMP00669,2024-12-06,Present,09:08,17:09
ATD006869,EMP00213,2025-12-17,Present,08:39,17:01
ATD006870,EMP00831,2026-01-31,Present,09:21,18:22
ATD006871,EMP00521,2025-04-11,Absent,NULL,NULL
ATD006872,EMP00307,2026-01-06,"Work From Home",09:28,18:26
ATD006873,EMP00199,2024-10-17,Absent,NULL,NULL
ATD006874,EMP00667,2024-11-24,Present,09:05,17:28
ATD006875,EMP01080,2025-04-11,Present,09:23,17:24
ATD006876,EMP00005,2025-01-20,Present,08:33,17:45
ATD006877,EMP01226,2026-03-25,Present,09:38,18:40
ATD006878,EMP00508,2026-01-02,Present,09:15,18:15
ATD006879,EMP00758,2026-01-05,"Work From Home",09:04,17:51
ATD006880,EMP00208,2025-01-03,Present,09:11,18:29
ATD006881,EMP00522,2026-07-24,Present,08:43,18:13
ATD006882,EMP00307,2025-09-18,"Work From Home",09:36,17:40
ATD006883,EMP00063,2024-10-12,"Work From Home",09:56,18:01
ATD006884,EMP01120,2025-05-06,Present,09:05,17:29
ATD006885,EMP00177,2025-12-26,Present,09:16,18:25
ATD006886,EMP00225,2025-07-03,Present,09:19,17:38
ATD006887,EMP00497,2025-10-18,"Half Day",09:13,13:19
ATD006888,EMP00530,2024-11-15,Absent,NULL,NULL
ATD006889,EMP00796,2025-01-17,Present,08:41,18:04
ATD006890,EMP00355,2026-03-20,Absent,NULL,NULL
ATD006891,EMP00533,2026-01-17,Present,09:29,18:14
ATD006892,EMP00668,2025-08-12,"Work From Home",09:05,17:22
ATD006893,EMP00193,2025-02-06,Present,08:48,17:04
ATD006894,EMP00958,2024-10-29,Present,08:31,17:09
ATD006895,EMP00551,2026-02-05,Present,09:34,18:38
ATD006896,EMP00020,2026-05-26,"Work From Home",09:07,17:19
ATD006897,EMP00752,2025-08-19,Present,08:34,17:10
ATD006898,EMP01004,2026-05-14,Present,08:40,17:52
ATD006899,EMP00447,2025-09-13,Present,08:36,17:02
ATD006900,EMP00929,2026-07-09,Present,09:35,17:59
ATD006901,EMP00091,2025-06-27,"Half Day",09:22,13:12
ATD006902,EMP00339,2025-01-30,Present,09:26,18:06
ATD006903,EMP00338,2024-09-28,Present,09:18,18:39
ATD006904,EMP00610,2025-09-14,"Work From Home",09:02,17:49
ATD006905,EMP00408,2025-06-05,Present,09:03,17:44
ATD006906,EMP00854,2024-10-19,"Half Day",08:59,12:33
ATD006907,EMP00117,2026-06-28,"Work From Home",09:20,17:40
ATD006908,EMP00410,2025-05-23,Present,08:52,17:29
ATD006909,EMP00096,2024-09-24,Present,08:50,17:14
ATD006910,EMP00995,2026-07-03,Present,08:56,17:23
ATD006911,EMP01137,2026-01-14,Present,09:16,17:47
ATD006912,EMP01095,2025-05-28,Present,08:38,17:37
ATD006913,EMP01022,2025-01-20,Absent,NULL,NULL
ATD006914,EMP00566,2025-12-26,"Work From Home",09:16,17:55
ATD006915,EMP00683,2025-02-06,Absent,NULL,NULL
ATD006916,EMP00683,2025-05-30,Present,08:50,17:49
ATD006917,EMP01159,2025-04-28,Present,08:39,17:11
ATD006918,EMP01164,2025-08-05,Present,09:30,17:36
ATD006919,EMP01128,2025-02-02,Present,09:15,18:05
ATD006920,EMP01060,2026-05-27,Present,08:40,16:46
ATD006921,EMP00975,2024-11-20,Present,09:28,18:25
ATD006922,EMP00566,2026-02-02,Present,09:18,17:31
ATD006923,EMP01169,2026-01-19,Present,08:49,17:32
ATD006924,EMP00085,2025-10-24,"Work From Home",09:38,18:14
ATD006925,EMP00265,2026-03-29,"Work From Home",09:33,18:07
ATD006926,EMP00519,2026-03-16,"Half Day",09:08,13:24
ATD006927,EMP01020,2025-03-01,Present,08:57,17:16
ATD006928,EMP01174,2025-08-01,Absent,NULL,NULL
ATD006929,EMP00233,2026-04-30,"Work From Home",09:10,18:01
ATD006930,EMP00342,2026-04-19,Present,09:20,18:24
ATD006931,EMP00365,2025-07-13,Present,09:38,17:40
ATD006932,EMP00825,2026-07-22,Present,09:28,18:51
ATD006933,EMP00524,2025-05-26,Present,09:03,18:12
ATD006934,EMP01125,2026-03-06,Present,08:52,17:10
ATD006935,EMP00882,2026-03-07,Present,09:23,18:28
ATD006936,EMP00035,2026-06-05,Absent,NULL,NULL
ATD006937,EMP00063,2024-12-13,Present,09:03,18:05
ATD006938,EMP01169,2025-10-21,Present,08:43,17:37
ATD006939,EMP00170,2025-01-13,Present,09:22,17:48
ATD006940,EMP00066,2025-03-27,"Work From Home",09:17,18:13
ATD006941,EMP00106,2026-04-06,Present,09:27,18:16
ATD006942,EMP00670,2025-05-10,Present,08:58,17:03
ATD006943,EMP00831,2025-04-03,Absent,NULL,NULL
ATD006944,EMP01124,2025-07-17,Present,08:31,16:39
ATD006945,EMP00018,2025-09-24,Absent,NULL,NULL
ATD006946,EMP00324,2024-12-04,Present,09:37,18:41
ATD006947,EMP00167,2025-07-16,Absent,NULL,NULL
ATD006948,EMP01117,2025-01-03,Present,08:46,16:51
ATD006949,EMP00097,2026-03-29,Present,08:53,17:04
ATD006950,EMP00348,2024-10-08,Present,08:48,18:05
ATD006951,EMP00521,2024-12-02,Present,09:44,18:01
ATD006952,EMP00561,2026-01-14,Absent,NULL,NULL
ATD006953,EMP00336,2025-09-14,Absent,NULL,NULL
ATD006954,EMP00877,2024-10-25,Present,08:49,17:16
ATD006955,EMP00472,2025-01-09,Present,09:34,18:20
ATD006956,EMP00665,2025-12-21,Present,09:25,17:44
ATD006957,EMP00664,2025-06-20,Present,09:42,17:48
ATD006958,EMP00795,2025-03-13,"Half Day",08:57,13:11
ATD006959,EMP00268,2024-11-15,Present,08:48,17:46
ATD006960,EMP01123,2026-03-14,Present,09:29,18:21
ATD006961,EMP01085,2026-02-10,Present,09:08,17:35
ATD006962,EMP00160,2026-07-22,Present,08:59,18:24
ATD006963,EMP00168,2024-08-30,Present,09:41,18:14
ATD006964,EMP00560,2026-07-25,Present,09:09,18:20
ATD006965,EMP00742,2025-05-24,Present,09:11,17:18
ATD006966,EMP00645,2024-10-13,Present,09:43,19:09
ATD006967,EMP00648,2025-05-31,Present,08:53,17:42
ATD006968,EMP01024,2025-12-13,Present,09:34,18:39
ATD006969,EMP00982,2025-09-29,Present,08:58,17:31
ATD006970,EMP00725,2025-11-06,Present,08:51,18:13
ATD006971,EMP01067,2026-03-02,Present,09:22,18:04
ATD006972,EMP00124,2025-09-27,Present,09:43,18:38
ATD006973,EMP00001,2024-11-15,Present,09:14,18:28
ATD006974,EMP00850,2025-08-10,Present,08:48,17:46
ATD006975,EMP00434,2025-02-28,Present,09:05,17:43
ATD006976,EMP00616,2025-05-20,Absent,NULL,NULL
ATD006977,EMP00393,2025-03-20,Present,09:26,18:42
ATD006978,EMP00109,2024-12-30,"Work From Home",09:46,18:36
ATD006979,EMP00434,2026-04-12,Absent,NULL,NULL
ATD006980,EMP00137,2025-05-29,Absent,NULL,NULL
ATD006981,EMP00505,2025-01-28,Present,08:58,17:00
ATD006982,EMP00821,2025-04-09,Present,08:42,17:13
ATD006983,EMP00314,2025-06-17,Present,09:26,18:53
ATD006984,EMP00432,2024-12-06,Absent,NULL,NULL
ATD006985,EMP00056,2025-02-20,Present,09:39,17:53
ATD006986,EMP00916,2025-09-06,"Half Day",08:55,13:11
ATD006987,EMP00800,2026-06-29,"Half Day",08:56,13:03
ATD006988,EMP00141,2026-05-02,Present,09:06,17:57
ATD006989,EMP00599,2026-06-09,"Half Day",09:24,13:22
ATD006990,EMP00516,2025-08-08,"Work From Home",09:37,18:37
ATD006991,EMP00923,2024-08-23,Present,09:07,17:29
ATD006992,EMP01179,2025-10-31,Present,08:54,18:03
ATD006993,EMP00857,2024-10-07,Present,08:35,17:23
ATD006994,EMP00841,2024-12-04,Absent,NULL,NULL
ATD006995,EMP01152,2025-06-11,Present,08:47,17:05
ATD006996,EMP00149,2025-02-02,Absent,NULL,NULL
ATD006997,EMP00728,2025-07-06,"Work From Home",09:46,18:11
ATD006998,EMP00713,2024-09-04,"Work From Home",09:16,17:24
ATD006999,EMP01010,2025-11-19,"Half Day",08:40,12:42
ATD007000,EMP00532,2026-03-16,Absent,NULL,NULL
ATD007001,EMP00974,2026-02-18,Present,09:32,18:22
ATD007002,EMP00479,2025-02-24,Present,09:39,18:14
ATD007003,EMP00686,2025-01-28,Present,08:57,17:18
ATD007004,EMP00353,2024-11-19,Present,09:30,17:47
ATD007005,EMP00349,2026-06-23,Absent,NULL,NULL
ATD007006,EMP01154,2025-05-06,"Work From Home",09:55,18:36
ATD007007,EMP01187,2025-10-13,Present,09:15,17:27
ATD007008,EMP00160,2025-05-15,Present,09:38,18:33
ATD007009,EMP00835,2025-10-07,Absent,NULL,NULL
ATD007010,EMP00228,2024-10-20,"Work From Home",09:24,17:55
ATD007011,EMP00096,2026-07-09,"Work From Home",09:28,17:35
ATD007012,EMP00050,2025-03-21,"Work From Home",09:18,17:49
ATD007013,EMP01092,2025-03-09,Absent,NULL,NULL
ATD007014,EMP00724,2025-05-14,Present,09:17,18:13
ATD007015,EMP00545,2024-10-19,"Work From Home",09:47,18:04
ATD007016,EMP00894,2026-02-13,Present,09:45,17:58
ATD007017,EMP00643,2025-11-19,"Work From Home",09:06,17:43
ATD007018,EMP00957,2025-12-05,Present,08:55,17:34
ATD007019,EMP00404,2026-01-15,"Half Day",08:51,12:59
ATD007020,EMP00487,2025-12-02,"Work From Home",09:32,18:08
ATD007021,EMP00310,2025-05-19,Absent,NULL,NULL
ATD007022,EMP00094,2024-09-26,"Half Day",08:36,12:06
ATD007023,EMP01110,2025-03-26,"Half Day",09:21,13:49
ATD007024,EMP00997,2025-10-15,Absent,NULL,NULL
ATD007025,EMP01019,2025-07-24,Absent,NULL,NULL
ATD007026,EMP00167,2024-08-17,Present,08:31,17:36
ATD007027,EMP00392,2026-07-30,"Work From Home",09:59,18:50
ATD007028,EMP00327,2026-04-19,"Work From Home",09:23,17:38
ATD007029,EMP00740,2026-05-08,"Work From Home",09:19,17:29
ATD007030,EMP01185,2025-01-24,"Work From Home",09:21,17:47
ATD007031,EMP00984,2025-07-24,"Work From Home",09:15,17:25
ATD007032,EMP00492,2025-11-08,Present,09:14,18:36
ATD007033,EMP00896,2025-05-27,Present,08:35,16:36
ATD007034,EMP00785,2026-07-22,Present,09:14,18:28
ATD007035,EMP00219,2026-04-06,"Half Day",09:12,13:35
ATD007036,EMP01082,2026-03-07,Present,08:32,17:51
ATD007037,EMP00751,2025-11-04,Present,09:03,18:17
ATD007038,EMP01004,2026-01-04,Present,08:37,18:00
ATD007039,EMP00902,2024-10-28,"Work From Home",09:11,17:51
ATD007040,EMP00358,2025-11-22,Present,08:55,17:22
ATD007041,EMP00042,2024-12-30,Present,09:10,18:32
ATD007042,EMP00597,2026-03-04,Present,08:31,17:20
ATD007043,EMP00482,2025-08-11,Present,08:40,16:41
ATD007044,EMP01162,2024-08-14,Present,09:28,17:52
ATD007045,EMP00708,2026-03-25,Present,08:31,16:47
ATD007046,EMP00384,2025-02-10,Present,09:23,17:31
ATD007047,EMP00351,2026-05-30,Present,08:55,18:16
ATD007048,EMP00949,2025-08-30,Absent,NULL,NULL
ATD007049,EMP00079,2024-11-22,Present,09:09,18:30
ATD007050,EMP00971,2025-07-01,Present,08:41,16:50
ATD007051,EMP00540,2026-04-24,Present,09:43,18:24
